time,index,date,day,hour,time_ac,crust,replicate,replicate2,fc,fh,xc_soil,xc_atm_pd,xc_atm_sd,xh_atm,xh_soil,swc,ts,ta,rh_soil,rh_atm,ts_ibutton,tsurf,dp_s_ibutton,dp_s,dp_surf,dp_a,par,vpd,pa,ws,gs,wd,mat_5cm,mat_0cm,swc_md
2019-07-01 00:00:00,11832,2019-06-30 00:00:00,559,24,559,PD,1,1,0.134580451,0.008981462,470.9069361,428.0089736,412.5210441,15.41307902,18.89071719,0.051722571,29.65666667,22.44266667,58.37,61.04333333,26.73666667,23.02666667,17.83762695,20.56758871,15.06721784,14.51816059,1.2,1.38803244,986.5891,0.3333333333333333,1.2233333333333334,161.9333333333333,-75.23962874199503,-67.47077733312605,
2019-07-01 01:00:00,11833,2019-07-01 00:00:00,560,1,559.0416667,PD,1,1,0.110713057,0.006750604,461.935318,426.5039104,411.5077558,15.44263042,18.05281892,0.050883769,28.01333333,20.96833333,59.76333333,62.89666667,25.07,21.35333333,16.65234971,19.41225259,13.95657046,13.59325056,1.2,1.198487378,985.7349333333333,0.8933333333333334,2.1166666666666667,90.33333333333333,-71.55233873100256,-63.024245686880796,
2019-07-01 02:00:00,11834,2019-07-01 00:00:00,560,2,559.0833333,PD,1,1,0.094781711,0.005501814,455.7265943,425.2662971,411.9240306,15.37362191,17.49691374,0.05016989,26.59,20.49966667,60.23666667,63.82333333,23.90333333,20.52,15.6822667,18.20398404,13.39555067,13.37632724,1.2,1.151217846,984.7391333333334,0.44333333333333336,1.78,62.73333333333333,-70.12282240778725,-60.863573489984184,
2019-07-01 03:00:00,11835,2019-07-01 00:00:00,560,3,559.125,PD,1,1,0.078980038,0.004309992,452.2236563,426.7560311,412.9088891,15.11687621,16.77829731,0.049623471,25.45666667,20.174,61.34,65.75666667,23.23666667,20.02,15.34058876,17.42902368,13.3822357,13.52837371,1.2,1.113246912,984.1899,1.1133333333333333,2.0033333333333334,56.63333333333333,-67.35618828220392,-56.72207718857639,
2019-07-01 04:00:00,11836,2019-07-01 00:00:00,560,4,559.1666667,PD,1,1,0.07283701,0.004198189,449.3308257,425.8100213,413.1420876,14.24432666,15.86192162,0.049093384,24.52,19.41233333,61.64,66.10666667,22.23666667,19.35333333,14.47574151,16.62506678,12.83108327,12.88710838,1.2,1.066769532,984.1249666666666,0.6666666666666666,2.1133333333333333,85.63333333333333,-66.4746286272951,-55.87644057188476,
2019-07-01 05:00:00,11837,2019-07-01 00:00:00,560,5,559.2083333,PD,1,1,0.058546607,0.003107072,444.5856633,425.661136,412.9278525,14.19680289,15.39394861,0.048630264,23.54333333,18.37433333,62.33666667,67.02333333,21.23666667,18.35333333,13.70810036,15.88244201,12.09149303,12.11146852,1.2,0.97504599,984.3083,0.44333333333333336,1.67,100.16666666666667,-64.71755583661668,-53.83265818294319,
2019-07-01 06:00:00,11838,2019-07-01 00:00:00,560,6,559.25,PD,1,1,0.043202437,-0.003249655,440.2959504,426.3149391,413.5745286,17.2549774,16.0040581,0.048217369,22.60666667,18.10466667,62.86,67.19333333,20.57,17.85333333,13.20836692,15.13020482,11.65440206,11.89354958,24.53333333,0.945187604,984.5657333333334,0.22333333333333336,1.1133333333333333,80.96666666666665,-63.37206015210182,-53.400091972338046,
2019-07-01 07:00:00,11839,2019-07-01 00:00:00,560,7,559.2916667,PD,1,1,0.055253254,-0.010149825,448.0434757,430.0994715,423.4824228,25.41787791,21.51112781,0.047964459,22.14666667,21.21,62.51333333,62.60333333,21.07,20.02,13.59470963,14.60997098,12.62664432,13.74897709,100.3666667,1.299599399,984.6599,0.44333333333333336,1.89,95.93333333333332,-64.02719537747868,-63.37142357069943,
2019-07-01 08:00:00,11840,2019-07-01 00:00:00,560,8,559.3333333,PD,1,1,0.144557213,0.018133118,482.5526651,435.3344694,427.2056812,24.47214002,31.40357321,0.048394282,23.15666667,28.897,59.84333333,51.39,26.07,24.53,17.61136578,14.87913645,13.78812061,17.80642674,633.7,2.703660222,984.7749666666667,0.7766666666666667,1.78,93.13333333333333,-70.21552065849677,-91.46341832317253,
2019-07-01 09:00:00,11841,2019-07-01 00:00:00,560,9,559.375,PD,1,1,0.409670354,0.033829166,562.2798868,429.3061755,426.4729876,21.1948304,34.02748844,0.050698596,27.86666667,31.681,50.16,39.90333333,33.40333333,34.18666667,21.55396355,16.47478982,18.5438339,16.31000738,1132.033333,3.362706619,984.7241333333333,1.2233333333333334,2.6733333333333333,226.03333333333333,-95.85427211723761,-130.3151308353544,
2019-07-01 10:00:00,11842,2019-07-01 00:00:00,560,10,559.4166667,PD,1,1,0.60125486,0.039341719,623.9447597,430.1566759,426.4896677,23.8357824,38.99835478,0.05378083,33.19666667,33.61866667,45.22666667,39.66333333,38.06333333,40.68,24.08242158,19.67529096,24.23144419,17.94094133,1465.366667,3.492386224,984.2107333333333,1.8933333333333333,4.8966666666666665,238.20000000000002,-112.18965760508323,-133.94218809881235,
2019-07-01 11:00:00,11843,2019-07-01 00:00:00,560,11,559.4583333,PD,1,1,0.755449805,0.055112955,672.0332341,429.9477288,424.2245543,20.27801127,41.87345863,0.056881339,38.12666667,35.83433333,42.27666667,34.38666667,42.55333333,46.50333333,26.98855788,23.01353702,26.95325282,17.61700276,1713.7,4.177477447,983.8924333333333,2.8966666666666665,6.793333333333333,201.23333333333335,-123.68548467939216,-157.48874374701626,
2019-07-01 12:00:00,11844,2019-07-01 00:00:00,560,12,559.5,PD,1,1,0.832266231,0.06651457,689.6482783,424.4686545,417.7214493,17.99951966,44.50257274,0.05971032,42.19666667,35.48566667,41.61333333,29.27666667,45.21333333,49.82666667,29.10190862,26.39837741,27.07695403,14.77725061,1867.866667,4.488490106,983.6857999999999,4.01,9.796666666666665,195.6,-127.60440627979578,-183.10724359169657,0.053542851
2019-07-01 13:00:00,11845,2019-07-01 00:00:00,560,13,559.5416667,PD,1,1,0.826211314,0.071246907,688.5974283,426.4206675,417.5166894,15.50076456,44.16556879,0.061462593,44.96333333,36.23933333,41.63,26.41,46.70666667,51.49,30.44726104,28.88481065,26.73090385,13.81841739,1887.033333,4.807268616,983.1974666666666,5.2299999999999995,13.023333333333333,196.53333333333333,-128.66514117576293,-199.49012873089737,0.053542851
2019-07-01 14:00:00,11846,2019-07-01 00:00:00,560,14,559.5833333,PD,1,1,0.787279528,0.075411081,673.9419428,424.767722,417.1223144,15.6699754,46.21970839,0.062419319,46.69,35.38733333,43.55,25.95,46.54,51.65666667,31.09084985,31.22604614,26.57172338,12.82697076,1810.366667,4.532674173,982.8316333333332,4.676666666666667,10.129999999999999,190.4333333333333,-122.70769071428649,-202.22660787464753,0.053542851
