time,index,date,day,hour,time_ac,crust,replicate,replicate2,fc,fh,xc_soil,xc_atm_pd,xc_atm_sd,xh_atm,xh_soil,swc,ts,ta,rh_soil,rh_atm,ts_ibutton,tsurf,dp_s_ibutton,dp_s,dp_surf,dp_a,par,vpd,pa,ws,gs,wd,mat_5cm,mat_0cm,swc_md
2019-07-01 00:00:00,187128,2019-06-30 00:00:00,559,24,559,SD,1,12,-0.193958483,0.001519839,364.5248175,428.0089736,412.5210441,16.24179594,16.64931953,0.042357673,28.46333333,23.06033334,49.73,62.0749,26.80666667,22.67166667,15.36738546,16.88552761,14.99501371,15.36119133,1.2,1.419282706,986.5891,0.3333333333333333,1.2233333333333334,161.9333333333333,-97.2427537588743,-65.10195411325937,
2019-07-01 01:00:00,187129,2019-07-01 00:00:00,560,1,559.0416667,SD,1,12,-0.184336661,-0.00144501,365.8688447,426.5039104,411.5077558,16.15435182,15.76750866,0.041676807,27.07333333,21.549,50.44333333,61.97363333,25.64,21.37666667,14.51975378,15.83557739,13.74968679,13.91201543,1.2,1.240046014,985.7349333333333,0.8933333333333334,2.1166666666666667,90.33333333333333,-94.82116518548406,-65.03889926664247,
2019-07-01 02:00:00,187130,2019-07-01 00:00:00,560,2,559.0833333,SD,1,12,-0.186237203,-0.001989378,365.6896059,425.2662971,411.9240306,15.66429472,15.13043757,0.041080454,25.84333333,21.47333334,50.33,61.9524,24.47333333,20.45333333,13.41403071,14.67135971,12.8746935,13.83543697,1.2,1.238290045,984.7391333333334,0.44333333333333336,1.78,62.73333333333333,-94.74307607828187,-64.88143934792743,
2019-07-01 03:00:00,187131,2019-07-01 00:00:00,560,3,559.125,SD,1,12,-0.180330624,-0.004505841,368.0215625,426.7560311,412.9088891,15.7316057,14.52301324,0.040620041,24.89,20.96033334,50.26333333,64.68136667,23.80666667,20.13333333,12.78184715,13.7759207,13.2355344,14.01869876,1.2,1.18640843,984.1899,1.1133333333333333,2.0033333333333334,56.63333333333333,-94.62331489785642,-58.975800733834504,
2019-07-01 04:00:00,187132,2019-07-01 00:00:00,560,4,559.1666667,SD,1,12,-0.17225349,-0.003082254,370.2422896,425.8100213,413.1420876,14.72731234,13.90045325,0.040295843,24.08666667,20.32133334,50.62,64.26146667,23.14,19.64833333,12.27813895,13.14757442,12.67632781,13.31313637,1.2,1.172068132,984.1249666666666,0.6666666666666666,2.1133333333333333,85.63333333333333,-93.39825179476799,-59.75841077373802,
2019-07-01 05:00:00,187133,2019-07-01 00:00:00,560,5,559.2083333,SD,1,12,-0.170890908,-0.008830595,370.3793306,425.661136,412.9278525,15.8245032,13.45746361,0.039869011,23.21333333,19.36133334,50.54333333,64.86116667,22.3,18.65816667,11.48364925,12.32231188,11.88084404,12.54697001,1.2,1.065704343,984.3083,0.44333333333333336,1.67,100.16666666666667,-93.33115076189141,-58.30530402862185,
2019-07-01 06:00:00,187134,2019-07-01 00:00:00,560,6,559.25,SD,1,12,-0.174238085,-0.017841292,370.1451464,426.3149391,413.5745286,21.64080696,16.8448004,0.039518812,22.42666667,20.37366667,50.71,64.504,21.79666667,18.53493333,11.07127829,11.65000996,11.68008585,13.4207584,37.45,1.19777072,984.5657333333334,0.22333333333333336,1.1133333333333333,80.96666666666665,-92.63431387101029,-59.02404346189266,
2019-07-01 07:00:00,187135,2019-07-01 00:00:00,560,7,559.2916667,SD,1,12,-0.168690914,-0.013262639,381.1547797,430.0994715,423.4824228,25.45251919,21.89342036,0.03962132,22.37333333,25.64066667,48.33333333,54.56893333,25.47333333,23.62166667,13.70426129,10.87356982,13.8782517,15.7500304,268.2833334,2.023392886,984.6599,0.44333333333333336,1.89,95.93333333333332,-99.16471531566808,-82.96325626473477,
2019-07-01 08:00:00,187136,2019-07-01 00:00:00,560,8,559.3333333,SD,1,12,-0.037973637,0.02181267,417.5334875,435.3344694,427.2056812,20.26311733,26.12867738,0.040832996,23.87333333,31.31383334,43.61,40.1498,30.8,36.44296667,16.92609408,10.68195527,20.65587465,16.07968081,523.2833334,3.275917868,984.7749666666667,0.7766666666666667,1.78,93.13333333333333,-113.76526310275632,-130.3919932393706,
2019-07-01 09:00:00,187137,2019-07-01 00:00:00,560,9,559.375,SD,1,12,0.113169657,0.036225076,455.5596471,429.3061755,426.4729876,17.95938869,27.71182715,0.043733635,27.47,32.70883334,39.65333333,32.52596667,35.79,39.64886667,19.8711537,12.45961656,20.04756016,14.01654621,829.1166667,3.605530343,984.7241333333333,1.2233333333333334,2.6733333333333333,226.03333333333333,-128.33916456344852,-162.14278459726683,
2019-07-01 10:00:00,187138,2019-07-01 00:00:00,560,10,559.4166667,SD,1,12,0.19259357,0.041848152,476.1812485,430.1566759,426.4896677,19.84980973,31.19313988,0.046807725,31.22,34.31366667,38.03,31.57333333,38.61333333,44.12056667,21.69629768,15.14456638,23.43681015,14.94604554,1045.783334,3.638046141,984.2107333333333,1.8933333333333333,4.8966666666666665,238.20000000000002,-135.8119703918057,-168.81351421577827,
2019-07-01 11:00:00,187139,2019-07-01 00:00:00,560,11,559.4583333,SD,1,12,0.249963585,0.052612911,488.9673668,429.9477288,424.2245543,17.48067671,31.80935748,0.04958945,34.68666667,36.6565,37.76666667,28.38026667,41.60333333,46.02873333,24.22930212,18.10529865,23.30045807,15.29345212,1206.616667,4.446635543,983.8924333333333,2.8966666666666665,6.793333333333333,201.23333333333335,-138.34603102781813,-185.53495999032162,
